x;y;gid;Name;description;new
6.3380469;51.1119008;458;Heidis-Genusslädchen;Restaurant;Restaurant
6.3323337;51.1146628;459;Pesch Backwaren;Bäcker;Baecker
6.3279937;51.1143951;460;Stereo Holland-Gebäck GmbH & Co. KG;Bäcker;Baecker
6.3284449;51.1094142;462;Ristorante Pizzeria LaFarfalla;Pizzeria;Restaurant
6.356895;51.1179145;465;Esser Konfekt und Feingebäck GmbH & Co. KG;Böckerei;Baecker
6.3721241;51.0906011;466;Gaststätte Bruns;Gaststätte;Restaurant
6.372351;51.090387;467;Gillraths Brotkorb;Bäcker;Baecker
6.3736087;51.0902494;469;Heinz Lambertz;Metzgerei;Metzger
6.4061682;51.0933398;470;Golfclub Rittergut Wildenrath;Restaurant;Restaurant
6.40804;51.09336;471;golfclub mönchengladbach-wanlo;Restaurant;Restaurant
6.4133406;51.0951403;472;Heinz Lambertz;Metzgerei;Metzger
6.41218;51.0839;473;Wolfgang Laumanns;Bäckerei;Baecker
6.4154838;51.083743;474;Gaststätte Keyenberger Hof;Gaststätte;Restaurant
6.41438;51.08373;475;Ulrich Wimmers;Metzgerei;Metzger
6.4388104;51.0512627;476;Pizzeria La Piccola;Pizzeria;Restaurant
6.40573;51.0482;477;Karl-Josef Krummen;Restaurant;Restaurant
6.3698076;51.0408229;478;Gutshof Hauerhof;Gaststätte;Restaurant
6.3392574;51.0643728;479;Landbäckerei Stinges;Bäckerei;Baecker
6.3506314;51.0617344;480;Pizzeria Trattoria Da Michele;Pizzeria;Restaurant
6.349186;51.061065;481;Gasthaus Küppers;GAsthaus;Restaurant
6.3502833;51.0615158;482;Metzger-Partyservice Alois Quasten;Metzgerei;Metzger
6.3243225;51.054166;483;Trattoria Villa Toscana;Restaurant;Restaurant
6.31551;51.05456;484;Zum alten Kuhstall;Restaurant;Restaurant
6.29557;51.05417;486;Heinz Jansen;Restaurant;Restaurant
6.326469;51.0652642;488;Gerdi's Bistro;Bistro;Restaurant
6.3081548;51.0689102;489;Landbäckerei Stinges;Bäckerei;Baecker
6.3016462;51.0701295;490;Burger King Erkelenz;Burger King;Restaurant
6.3146352;51.0745408;491;La Piazza;Pizzeria;Restaurant
6.3045388;51.0746931;493;Restaurant WanHao;Restaurant;Restaurant
6.3074076;51.0753131;494;Grillkönig;Imbiss;Restaurant
6.3055948;51.0754172;495;Domino's Pizza Erkelenz;Pizzeria;Restaurant
6.307728;51.0753237;496;Wurstteufel;Imbiss;Restaurant
6.307718;51.0758072;497;Subway;Imbiss;Restaurant
6.308071;51.0762386;498;McDonald's Restaurant;Restaurant;Restaurant
6.3046038;51.0767921;499;Kamps Bäckerei;Bäckerei;Baecker
6.3082177;51.0779336;500;Pizza Life;Pizzeria;Restaurant
6.3090205;51.0777336;501;THE JUNGLE;Restaurant;Restaurant
6.30631;51.0755;502;Kamps Bäckerei;Bäckerei;Baecker
6.2978294;51.0833709;503;Pizza Lounge;Pizzeria;Restaurant
6.31651;51.06795;504;Feinbäckerei Otten GmbH & Co. KG;Bäckerei;Baecker
6.3214001;51.07507;507;Casa Piri Piri;Restaurant;Restaurant
6.3202048;51.0758638;508;Grand Canyon American Diner Lounge;Restaurant;Restaurant
6.3192414;51.0769654;509;Bistro Cafe Kö;Bistro;Restaurant
6.3091028;51.080314;510;blub;Restaurant;Restaurant
6.3096431;51.0811687;511;The Jungle Erkelenz;Restaurant;Restaurant
